Year,Kilometers_Driven,Fuel_Type,Transmission,Owner_Type,Mileage(kmpl),Engine(cc),Power(bhp),Seats,Price,Brand,Model,Region
2014,35214,Petrol,Automatic,Second,23.1,998,67.04,5.0,3.2,Maruti,Celerio,North
2015,63000,Diesel,Manual,First,25.2,1248,74.0,5.0,4.9,Maruti,Swift,North
2012,121377,Petrol,Manual,First,15.04,1598,103.6,5.0,3.8,Volkswagen,Vento,South
2009,100970,Diesel,Automatic,First,15.5,1896,105.0,5.0,4.0,Volkswagen,Jetta,South
2014,60000,Diesel,Automatic,Second,20.7,1496,113.98,5.0,23.5,Mini,Cooper,South
2008,77650,Diesel,Manual,First,17.2,1396,53.5,5.0,1.15,Tata,Indica,South
2015,18955,Petrol,Automatic,First,18.0,1497,117.3,5.0,10.65,Honda,City,South
2016,47877,Diesel,Automatic,First,16.36,2179,187.7,5.0,35.68,Jaguar,XF,South
2017,43368,Diesel,Automatic,First,15.0,2143,204.0,5.0,31.94,Mercedes-Benz,E-Class,South
2011,73000,Diesel,Manual,Third,18.3,1991,147.9,5.0,4.2,Chevrolet,Cruze,South
2015,72007,Diesel,Manual,First,15.1,2179,140.0,7.0,9.9,Mahindra,XUV500,West
2014,56778,Petrol,Automatic,First,11.74,1796,186.0,5.0,15.46,Mercedes-Benz,New,South
2018,20024,Petrol,Manual,First,18.2,1199,88.7,5.0,8.46,Honda,Jazz,South
2013,42103,Petrol,Manual,First,16.78,1496,88.73,5.0,3.25,Toyota,Etios,East
2012,67147,Petrol,Manual,First,19.7,796,46.3,5.0,2.6,Maruti,Alto,South
2016,37806,Petrol,Manual,First,20.4,1197,81.8,5.0,5.2,Maruti,Swift,South
2009,85000,Petrol,Manual,Third,19.0,998,66.1,5.0,1.8,Maruti,A-Star,West
2011,35000,Petrol,Manual,First,25.4,624,37.48,4.0,1.6,Tata,Nano,South
2015,72035,Diesel,Manual,First,25.5,1498,99.0,5.0,2.5,Ford,Figo,East
2011,48500,Petrol,Manual,First,16.0,1368,90.0,5.0,2.5,Fiat,Linea,North
2017,28854,Petrol,Manual,First,18.16,1196,86.8,5.0,6.7,Ford,Figo,South
2005,92450,Petrol,Manual,First,15.4,1590,94.0,5.0,1.2,Maruti,Baleno,South
2016,14351,Diesel,Automatic,First,18.88,1995,184.0,5.0,35.55,BMW,3,South
2017,51087,Diesel,Manual,First,17.9,1998,163.7,5.0,7.75,Chevrolet,Cruze,North
2005,50000,Diesel,Manual,First,12.7,2609,116.6,8.0,1.94,Mahindra,Scorpio,South
2016,73000,Diesel,Manual,First,25.0,1396,69.0,5.0,2.2,Tata,Indica,South
2011,60000,Diesel,Automatic,First,18.1,1991,147.9,4.0,3.8,Chevrolet,Cruze,West
2016,50000,Diesel,Manual,First,12.8,2494,102.0,8.0,15.65,Toyota,Innova,South
2018,36797,Diesel,Automatic,First,19.27,2143,167.62,5.0,39.47,Mercedes-Benz,New,South
2011,50000,Petrol,Manual,Second,18.5,1197,85.8,5.0,1.5,Maruti,Ritz,East
2013,94000,Diesel,Manual,First,12.8,2494,102.0,8.0,8.85,Toyota,Innova,West
2013,74000,Diesel,Manual,Second,12.55,2982,168.5,7.0,17.9,Toyota,Fortuner,South
2014,41016,Petrol,Automatic,Second,16.95,1197,78.9,5.0,5.08,Hyundai,i10,South
2012,67000,Diesel,Manual,First,22.32,1582,126.32,5.0,6.25,Hyundai,Verna,South
2015,76927,Diesel,Automatic,First,15.73,1968,174.33,5.0,22.75,Audi,Q3,South
2010,17088,Petrol,Manual,First,18.6,1199,79.4,5.0,1.46,Chevrolet,Beat,East
2007,112808,Diesel,Manual,Second,17.8,1399,68.0,5.0,2.05,Ford,Fiesta,West
2014,74980,Diesel,Manual,First,20.0,1399,68.0,5.0,4.08,Ford,Figo,South
2014,44600,Petrol,Automatic,First,23.1,998,67.04,5.0,4.55,Maruti,Celerio,South
2013,37000,Diesel,Automatic,First,20.0,2143,107.3,5.0,14.0,Mercedes-Benz,A,West
2016,21000,Petrol,Manual,First,15.8,1591,121.3,5.0,10.9,Hyundai,Creta,West
2010,81245,Petrol,Manual,First,18.9,998,67.1,5.0,2.45,Maruti,WagonR,South
2013,70000,Diesel,Automatic,First,10.0,2148,170.0,5.0,15.8,Mercedes-Benz,E-Class,North
2017,4018,Petrol,Manual,First,18.88,1499,110.4,5.0,8.25,Ford,EcoSport,West
2013,70000,Diesel,Automatic,Second,13.73,1995,148.0,5.0,8.5,Renault,Koleos,North
2016,56532,Diesel,Manual,First,16.0,2179,140.0,7.0,15.54,Mahindra,XUV500,South
2013,26875,Petrol,Manual,First,16.8,796,34.2,8.0,2.35,Maruti,Omni,South
2015,72599,Petrol,Manual,First,22.5,998,67.04,5.0,4.32,Maruti,WagonR,South
2008,205000,Diesel,Manual,Second,13.1,2499,141.0,7.0,3.9,Ford,Endeavour,North
2011,98000,Diesel,Manual,Second,22.32,1582,126.32,5.0,5.2,Hyundai,Verna,South
2018,19500,Petrol,Manual,First,18.6,1197,81.83,5.0,5.85,Hyundai,i20,West
2013,68000,Petrol,Manual,Second,16.02,1373,93.7,7.0,6.25,Maruti,Ertiga,South
2019,19654,Diesel,Automatic,First,14.0,2179,155.0,7.0,17.63,Mahindra,XUV500,South
2017,26000,Diesel,Manual,First,23.65,1248,88.5,5.0,9.75,Maruti,SX4,West
2015,10000,Petrol,Automatic,First,18.1,3498,306.0,2.0,55.0,Mercedes-Benz,SLK-Class,South
2011,75020,Diesel,Manual,First,22.07,1199,73.9,5.0,4.1,Volkswagen,Polo,South
2011,157000,Diesel,Manual,First,12.55,2982,168.5,7.0,11.99,Toyota,Fortuner,South
2017,43773,Diesel,Manual,First,16.0,2179,140.0,7.0,13.54,Mahindra,XUV500,South
2016,21000,Diesel,Automatic,First,17.9,2143,201.15,5.0,56.0,Mercedes-Benz,GLE,West
2016,23280,Petrol,Manual,First,18.7,1199,88.7,5.0,6.5,Honda,Jazz,South
2013,88000,Diesel,Manual,First,23.4,1248,74.0,5.0,4.75,Maruti,Swift,West
2014,67000,Petrol,Manual,First,17.01,1591,121.3,5.0,5.6,Hyundai,Verna,South
2017,59636,Diesel,Automatic,First,10.91,3198,197.0,7.0,29.2,Ford,Endeavour,South
2018,11000,Petrol,Manual,First,18.6,1197,81.83,5.0,6.35,Hyundai,i20,East
2013,60669,Petrol,Manual,First,16.8,1497,116.3,5.0,4.95,Honda,City,West
2018,12000,Diesel,Manual,First,27.4,1498,98.6,5.0,8.5,Honda,Amaze,South
2013,35000,Petrol,Manual,First,17.1,1591,121.3,5.0,4.5,Hyundai,Verna,East
2015,65000,Diesel,Manual,First,24.2,1498,98.6,7.0,5.5,Honda,Mobilio,South
2013,39929,Diesel,Manual,First,20.77,1248,88.8,7.0,6.56,Maruti,Ertiga,South
2014,49000,Petrol,Manual,First,24.07,998,67.1,5.0,2.3,Maruti,Alto,West
2004,77757,Diesel,Manual,Second,13.1,2446,75.0,10.0,3.5,Toyota,Qualis,West
2016,21456,Petrol,Manual,First,20.36,1197,78.9,5.0,4.55,Hyundai,i10,South
2009,74000,Diesel,Automatic,Second,17.0,1896,105.0,5.0,7.75,Skoda,Laura,South
2015,37000,Petrol,Manual,Second,18.6,1197,81.83,5.0,5.25,Hyundai,i20,West
2013,108640,Diesel,Automatic,First,11.5,2993,235.0,5.0,23.29,BMW,5,South
2016,38000,Diesel,Automatic,First,22.69,1995,190.0,5.0,23.99,BMW,3,West
2010,80000,Petrol,Manual,First,14.49,1399,92.7,5.0,1.79,Chevrolet,Aveo,West
2011,47000,Diesel,Automatic,Second,14.21,2143,203.0,5.0,13.9,Mercedes-Benz,E-Class,West
2013,31000,Diesel,Automatic,First,17.68,1968,174.33,5.0,18.95,Audi,A6,East
2014,40000,Petrol,Manual,First,20.51,998,67.04,5.0,2.49,Maruti,WagonR,East
2016,4152,Petrol,Manual,First,25.17,799,53.3,5.0,3.15,Renault,KWID,North
2017,51000,Diesel,Manual,First,21.66,1498,108.62,5.0,6.45,Volkswagen,Ameo,West
2013,55000,Diesel,Manual,First,22.07,1199,73.9,5.0,4.25,Volkswagen,Polo,West
2014,58500,Petrol,Manual,First,22.74,796,47.3,5.0,2.75,Maruti,Alto,South
2017,58620,Petrol,Manual,First,18.6,1197,81.83,5.0,7.14,Hyundai,i20,South
2012,71172,Petrol,Manual,Third,17.0,1197,80.0,5.0,3.5,Hyundai,i20,North
2017,12000,Diesel,Manual,First,22.54,1396,88.73,5.0,7.3,Hyundai,i20,South
2014,25000,Petrol,Manual,First,20.51,998,67.04,5.0,2.75,Maruti,WagonR,East
2017,43000,Diesel,Manual,Second,22.54,1396,88.73,5.0,8.2,Hyundai,i20,South
2015,57022,Petrol,Automatic,First,17.21,1197,103.6,5.0,6.51,Volkswagen,Polo,West
2015,92000,Diesel,Manual,First,20.0,1399,68.05,5.0,4.25,Ford,Figo,West
2014,33372,Petrol,Manual,Second,18.6,1197,85.8,5.0,6.21,Maruti,Swift,South
2016,52625,Diesel,Manual,First,24.0,1120,70.0,5.0,4.58,Hyundai,Grand,South
2016,215000,Diesel,Manual,First,14.02,2179,118.3,7.0,7.5,Mahindra,Xylo,South
2012,65537,CNG,Manual,First,37.562,796,38.4,5.0,2.1,Maruti,Alto,North
2014,60138,Petrol,Manual,First,19.81,1086,68.05,5.0,4.09,Hyundai,i10,South
2014,84000,Diesel,Automatic,First,19.3,1968,141.0,5.0,10.75,Skoda,Octavia,West
2014,47000,Diesel,Automatic,First,15.97,2993,258.0,7.0,41.5,BMW,X5,West
2014,33450,Petrol,Automatic,First,23.1,998,67.04,5.0,4.4,Maruti,Celerio,South
2013,125000,Diesel,Manual,Second,20.54,1598,103.6,5.0,6.25,Volkswagen,Vento,North
2011,99606,Diesel,Automatic,Second,16.07,1995,181.0,5.0,10.5,BMW,3,West
2014,64000,Diesel,Manual,First,20.77,1248,88.8,7.0,7.25,Maruti,Ertiga,West
2013,51000,Diesel,Manual,First,20.0,1399,68.05,5.0,3.2,Ford,Figo,South
2014,57000,Petrol,Manual,First,16.47,1198,74.0,5.0,3.95,Volkswagen,Polo,West
2009,48040,Diesel,Automatic,Second,16.77,2967,241.38,5.0,12.07,Audi,A6,South
2017,43200,Diesel,Manual,First,13.68,2393,147.8,7.0,18.6,Toyota,Innova,West
2013,66000,Diesel,Automatic,First,22.32,1582,126.3,5.0,5.7,Hyundai,Verna,North
2013,31000,Petrol,Manual,First,17.92,1086,62.1,5.0,1.75,Hyundai,Santro,East
2011,46000,Diesel,Automatic,Second,16.55,1968,147.51,5.0,10.99,Audi,A4,North
2012,47346,Diesel,Automatic,First,16.55,1968,147.51,5.0,14.5,Audi,A4,East
2009,100000,Diesel,Manual,First,17.0,1896,105.0,5.0,3.11,Skoda,Laura,North
2015,63856,Petrol,Automatic,First,13.7,1997,153.86,5.0,13.96,Honda,CR-V,South
2015,72996,Diesel,Manual,First,22.32,1582,126.32,5.0,7.11,Hyundai,Verna,South
2014,23000,Diesel,Manual,First,24.5,1498,98.6,7.0,6.9,Honda,Mobilio,South
2018,15985,Petrol,Manual,First,18.6,1197,81.83,5.0,7.77,Hyundai,i20,South
2011,98000,Diesel,Manual,Second,12.8,2494,102.0,8.0,5.5,Toyota,Innova,East
2014,70089,Petrol,Manual,First,18.6,1197,81.83,5.0,5.35,Hyundai,i20,South
2011,99000,Diesel,Manual,Second,13.6,2523,63.0,7.0,4.5,Mahindra,Bolero,South
2014,72000,Diesel,Manual,First,20.34,1498,103.2,5.0,4.75,Volkswagen,Vento,North
2015,44194,Diesel,Automatic,First,16.36,2179,187.7,5.0,32.8,Jaguar,XF,South
2005,102000,Petrol,Manual,First,17.3,993,60.0,5.0,0.7,Maruti,Zen,West
2018,56652,Diesel,Automatic,First,13.0,2987,258.0,5.0,50.29,Mercedes-Benz,E-Class,South
2010,41650,Diesel,Manual,Second,11.5,2982,171.0,7.0,10.99,Toyota,Fortuner,West
2015,61717,Petrol,Automatic,First,18.9,1197,82.0,5.0,5.57,Hyundai,Grand,South
2018,25302,Diesel,Manual,First,25.4,1186,73.97,5.0,5.9,Hyundai,Xcent,North
2016,47016,Petrol,Manual,First,15.29,1591,121.3,5.0,9.43,Hyundai,Creta,South
2010,69000,Petrol,Manual,First,20.36,1197,78.9,5.0,2.9,Hyundai,i10,South
2016,32700,Petrol,Manual,First,19.4,1198,86.8,5.0,3.68,Honda,Brio,North
2015,101337,Diesel,Automatic,First,12.55,2982,168.5,7.0,21.67,Toyota,Fortuner,South
2011,59000,Diesel,Automatic,First,16.55,1968,140.0,5.0,12.5,Audi,A4,West
2018,41736,Diesel,Automatic,First,11.36,2755,171.5,7.0,19.92,Toyota,Innova,South
2014,71649,Diesel,Manual,First,25.1,1498,98.6,5.0,6.75,Honda,City,North
2015,80606,Diesel,Manual,First,25.1,1498,98.6,5.0,6.96,Honda,City,South
2017,63262,Petrol,Manual,First,21.7,999,67.0,5.0,3.25,Renault,KWID,North
2018,5456,Diesel,Manual,First,28.4,1248,74.0,5.0,8.65,Maruti,Swift,South
2017,7500,Petrol,Automatic,First,23.1,998,67.04,5.0,5.0,Maruti,Celerio,West
2011,66000,Diesel,Manual,First,15.1,2179,140.0,7.0,5.5,Mahindra,XUV500,North
2010,66770,Petrol,Manual,Second,20.36,1197,78.9,5.0,2.6,Hyundai,i10,North
2014,58472,Petrol,Manual,First,19.81,1086,68.05,5.0,3.41,Hyundai,i10,South
2011,46687,Petrol,Manual,First,22.0,1197,81.8,5.0,2.7,Maruti,Dzire,East
2008,77000,Petrol,Automatic,Fourth & Above,9.7,1995,163.5,5.0,5.5,Maruti,Grand,South
2012,7000,Petrol,Automatic,First,14.33,1984,226.6,4.0,35.0,Audi,TT,East
2011,48000,Petrol,Automatic,Second,14.74,1991,184.0,5.0,9.75,Mercedes-Benz,New,West
2013,47000,Diesel,Manual,First,21.64,1461,84.8,5.0,4.25,Nissan,Sunny,West
2015,51530,Petrol,Manual,First,18.9,998,67.1,5.0,3.2,Maruti,WagonR,West
2014,25789,Diesel,Manual,Second,23.4,1248,74.0,5.0,6.85,Maruti,Swift,South
2015,48000,Diesel,Manual,First,25.8,1498,98.6,5.0,4.5,Honda,Amaze,North
2012,52000,Diesel,Manual,First,28.4,1248,74.0,5.0,3.55,Maruti,Swift,North
2010,95637,CNG,Manual,Second,18.479999999999997,1495,93.7,5.0,1.9,Hyundai,Accent,South
2008,131000,Diesel,Manual,First,10.5,2609,120.0,7.0,3.6,Mahindra,Scorpio,South
2015,42076,Diesel,Automatic,First,13.0,2143,201.1,5.0,21.8,Mercedes-Benz,E-Class,South
2012,76000,Diesel,Manual,Second,13.0,2982,168.5,7.0,13.5,Toyota,Fortuner,West
2016,20487,Petrol,Manual,First,22.7,799,53.64,5.0,2.66,Datsun,redi-GO,South
2010,43000,Petrol,Manual,Second,16.8,1497,116.3,5.0,3.75,Honda,City,North
2018,17000,Petrol,Automatic,First,19.16,2494,158.2,5.0,32.0,Toyota,Camry,West
2016,60805,Diesel,Manual,First,26.0,1498,98.6,5.0,8.07,Honda,City,South
2012,58775,Diesel,Manual,First,19.33,1968,138.1,5.0,5.64,Volkswagen,Jetta,South
2013,70181,Diesel,Automatic,First,17.68,1968,174.33,5.0,23.99,Audi,A6,South
2016,85827,Diesel,Manual,First,20.77,1248,88.76,7.0,7.5,Maruti,Ertiga,South
2016,58205,Diesel,Automatic,First,19.27,2143,167.62,5.0,27.0,Mercedes-Benz,New,North
2008,91000,Diesel,Manual,Second,19.3,1248,73.9,5.0,2.85,Maruti,Swift,West
2012,74000,Diesel,Manual,First,19.01,1461,108.45,5.0,6.35,Renault,Duster,West
2010,79324,Diesel,Manual,First,21.1,1248,73.9,5.0,3.3,Maruti,Ritz,South
2013,38623,Petrol,Manual,First,19.1,1197,85.8,5.0,5.0,Maruti,Swift,South
2014,59923,Diesel,Manual,First,22.9,1248,74.0,5.0,6.46,Maruti,Swift,South
2017,23360,Petrol,Manual,First,21.1,814,55.2,5.0,3.75,Hyundai,EON,North
2003,61495,Petrol,Manual,Third,17.3,993,60.0,5.0,1.52,Maruti,Zen,South
2012,56661,Petrol,Manual,First,15.1,1196,73.0,7.0,3.61,Maruti,Eeco,South
2017,40318,Diesel,Automatic,First,14.16,1968,174.3,5.0,43.74,Audi,Q5,South
2014,60000,Diesel,Automatic,First,15.73,1968,174.33,5.0,20.0,Audi,Q3,South
2010,130000,Diesel,Manual,First,19.3,1248,73.9,5.0,3.65,Maruti,Swift,South
2013,20000,Diesel,Manual,First,14.07,1978,83.1,10.0,5.25,Tata,Sumo,West
2016,76000,Diesel,Automatic,First,15.97,2993,258.0,7.0,58.0,BMW,X5,South
2015,30000,Petrol,Automatic,First,18.0,1497,117.3,5.0,8.65,Honda,City,West
2015,150000,Diesel,Manual,First,25.0,1396,69.01,5.0,2.5,Tata,Indigo,North
2014,28000,Petrol,Automatic,First,16.93,1197,103.6,5.0,7.75,Volkswagen,Vento,South
2015,74000,Petrol,Manual,First,23.1,998,67.04,5.0,4.15,Maruti,Celerio,South
2011,75000,Diesel,Manual,First,11.5,2982,171.0,7.0,10.85,Toyota,Fortuner,North
2010,76000,Petrol,Automatic,Second,11.3,2360,170.0,5.0,5.53,Mitsubishi,Outlander,North
2014,64889,Diesel,Automatic,First,15.5,1896,105.0,5.0,11.5,Volkswagen,Jetta,West
2015,43000,Diesel,Manual,First,19.67,1582,126.2,5.0,9.25,Hyundai,Creta,East
2011,47490,Petrol,Manual,First,17.5,1198,75.0,5.0,2.29,Skoda,Fabia,West
2015,80000,Diesel,Manual,First,22.77,1498,98.59,5.0,7.0,Ford,EcoSport,South
2007,60000,Petrol,Manual,Second,18.2,1061,64.0,5.0,1.65,Maruti,Zen,South
2017,6006,Petrol,Manual,First,20.73,1373,91.1,5.0,8.25,Maruti,Ciaz,West
2011,71703,Petrol,Automatic,First,14.74,1991,181.03,5.0,9.14,Mercedes-Benz,New,South
2016,33000,Petrol,Manual,First,17.8,1198,86.7,5.0,6.5,Honda,Amaze,South
2015,91000,Diesel,Manual,First,19.87,1461,83.8,5.0,5.75,Renault,Duster,North
2012,72000,LPG,Manual,First,36.68,998,58.2,5.0,2.85,Maruti,WagonR,South
2011,43000,Petrol,Manual,Second,16.47,1198,73.9,5.0,2.1,Volkswagen,Polo,East
2017,63770,Diesel,Manual,First,19.67,1582,126.2,5.0,13.55,Hyundai,Creta,South
2012,43510,Diesel,Automatic,First,14.74,2993,270.9,5.0,20.5,Jaguar,XF,East
2017,52000,Diesel,Manual,First,16.3,1956,170.0,5.0,20.0,Jeep,Compass,West
2018,31427,Diesel,Automatic,First,15.68,1999,177.0,5.0,59.72,Land,Rover,South
2016,29000,Diesel,Manual,First,27.39,1248,74.0,5.0,6.5,Maruti,Baleno,East
2016,56000,Diesel,Manual,First,28.09,1248,88.5,5.0,7.5,Maruti,Ciaz,West
2007,76000,Petrol,Manual,Second,15.0,1586,104.68,5.0,2.15,Maruti,SX4,North
2015,53615,Diesel,Manual,First,22.7,1582,126.24,5.0,8.44,Hyundai,Elantra,South
2013,132000,Diesel,Manual,First,13.5,2477,175.56,7.0,12.49,Mitsubishi,Pajero,South
2017,14800,Petrol,Manual,First,17.0,1198,73.75,5.0,5.48,Volkswagen,Ameo,West
2013,35433,Petrol,Manual,First,18.5,1197,85.8,5.0,4.2,Maruti,Ritz,South
2013,82966,Diesel,Manual,First,16.8,1493,110.0,5.0,7.2,Hyundai,Verna,South
2014,96000,Diesel,Manual,First,23.4,1248,74.0,5.0,4.8,Maruti,Swift,North
2017,39528,Diesel,Manual,First,25.32,1198,77.0,6.0,5.83,Mahindra,KUV,South
2018,92056,Diesel,Manual,First,13.68,2393,147.8,7.0,18.39,Toyota,Innova,South
2016,14930,Petrol,Manual,First,21.4,1197,83.1,5.0,5.85,Maruti,Baleno,West
2016,38000,Diesel,Manual,First,27.3,1498,98.6,5.0,6.21,Honda,Jazz,West
2013,71000,Petrol,Manual,First,17.0,1197,80.0,5.0,3.65,Hyundai,i20,North
2012,71000,Diesel,Manual,First,23.0,1396,90.0,5.0,3.7,Hyundai,i20,North
2015,50000,Diesel,Automatic,First,19.27,2143,167.62,5.0,30.0,Mercedes-Benz,New,West
2016,48163,Petrol,Manual,First,19.1,1197,82.0,5.0,4.85,Hyundai,Xcent,South
2017,19168,Petrol,Automatic,First,18.9,1197,82.0,5.0,6.93,Hyundai,Grand,South
2016,26000,Petrol,Manual,First,22.74,796,47.3,5.0,2.6,Maruti,Alto,East
2014,37400,Petrol,Manual,First,18.2,1199,82.5,5.0,1.89,Chevrolet,Sail,East
2018,8682,Diesel,Automatic,First,0.0,1950,194.0,5.0,39.5,Mercedes-Benz,C-Class,West
2012,95000,Petrol,Automatic,First,13.7,1798,157.75,5.0,10.0,Skoda,Superb,West
2009,34000,Diesel,Automatic,First,16.55,1968,147.51,5.0,9.95,Audi,A4,East
2014,95000,Diesel,Manual,Second,12.8,2494,102.0,8.0,9.45,Toyota,Innova,West
2017,13689,Diesel,Automatic,First,17.9,2143,136.0,5.0,28.25,Mercedes-Benz,CLA,South
2008,84000,Petrol,Manual,Second,19.81,1086,68.05,5.0,1.8,Hyundai,i10,North
2008,47000,Petrol,Manual,Second,17.5,1298,85.8,5.0,1.4,Maruti,Swift,East
2015,60001,Diesel,Automatic,First,21.66,1498,103.52,5.0,7.25,Skoda,Rapid,West
2012,96000,Diesel,Manual,First,21.1,1248,73.9,5.0,3.6,Maruti,Ritz,South
2004,47300,Petrol,Manual,Second,14.4,1599,94.0,5.0,1.2,Hyundai,Accent,North
2014,28246,Petrol,Manual,Second,17.8,1198,86.7,5.0,4.94,Honda,Amaze,South
2007,65000,Petrol,Manual,Second,18.9,998,67.1,5.0,1.25,Maruti,WagonR,North
2013,68000,Diesel,Manual,Second,22.07,1199,73.9,5.0,4.8,Volkswagen,Polo,South
2019,11209,Diesel,Automatic,First,12.62,2198,158.0,7.0,31.15,Ford,Endeavour,South
2011,41980,Petrol,Manual,Second,17.0,1197,80.0,5.0,3.3,Hyundai,i20,West
2012,65000,Diesel,Manual,First,25.44,936,57.6,5.0,2.4,Chevrolet,Beat,South
2010,38000,Petrol,Manual,First,14.8,1799,130.2,5.0,2.0,Honda,Civic,East
2014,51000,Petrol,Manual,First,20.51,998,67.04,5.0,3.1,Maruti,WagonR,West
2014,33855,Petrol,Manual,First,15.0,1598,103.6,5.0,5.09,Skoda,Rapid,South
2006,146000,Petrol,Manual,Second,15.4,1590,94.0,5.0,1.05,Maruti,Baleno,West
2015,47037,Diesel,Manual,Second,22.77,1498,98.59,5.0,7.0,Ford,EcoSport,South
2010,58000,Petrol,Manual,Second,13.2,1495,94.0,5.0,2.5,Hyundai,Accent,West
2012,61240,Diesel,Automatic,First,22.48,1995,190.0,5.0,17.5,BMW,5,West
2011,91211,Petrol,Manual,First,20.92,998,67.1,5.0,2.1,Maruti,Alto,South
2013,84000,Diesel,Automatic,First,15.73,1968,174.33,5.0,17.75,Audi,Q3,South
2008,64226,LPG,Manual,First,24.22,1061,57.5,5.0,1.45,Maruti,WagonR,West
2005,67000,Petrol,Automatic,Second,11.3,1794,125.0,5.0,2.45,Toyota,Corolla,South
2011,106976,Diesel,Automatic,First,13.5,2400,215.0,5.0,13.8,Volvo,XC60,West
2016,27210,Diesel,Manual,First,27.3,1498,98.6,5.0,5.85,Honda,Jazz,East
2017,26322,Diesel,Manual,First,28.09,1248,88.5,5.0,8.9,Maruti,Ciaz,North
2016,9107,Petrol,Manual,First,20.4,1197,81.8,5.0,5.15,Maruti,Swift,West
2015,63983,Diesel,Automatic,First,19.27,2143,170.0,5.0,16.56,Mercedes-Benz,New,South
2010,134000,Petrol,Manual,Second,18.9,1061,67.0,5.0,1.65,Maruti,WagonR,South
2015,11000,Petrol,Automatic,First,15.5,1595,120.7,5.0,16.0,Mercedes-Benz,A,West
2008,93000,Petrol,Manual,First,0.0,1086,62.0,5.0,1.45,Hyundai,Santro,West
2017,24852,Diesel,Automatic,First,26.59,1248,74.0,5.0,8.08,Maruti,Swift,South
2014,37632,Petrol,Automatic,First,18.9,1197,82.0,5.0,4.5,Hyundai,Grand,West
2013,55000,Petrol,Manual,Second,16.95,1498,97.7,5.0,4.3,Nissan,Sunny,South
2010,81448,Petrol,Manual,First,19.0,998,66.1,5.0,2.6,Maruti,A-Star,South
2018,1900,Petrol,Manual,First,25.17,799,53.3,5.0,4.45,Renault,KWID,South
2012,54957,Petrol,Automatic,First,17.1,1591,121.4,5.0,5.37,Hyundai,Verna,South
2008,55000,Petrol,Manual,Second,18.9,1061,67.0,5.0,1.75,Maruti,WagonR,South
2013,21983,Diesel,Automatic,First,18.88,1995,184.0,5.0,16.5,BMW,3,East
2013,76000,Diesel,Automatic,First,18.48,1995,177.0,5.0,19.0,BMW,5,North
2016,65000,Diesel,Manual,First,25.0,1396,69.01,5.0,2.8,Tata,Indigo,North
2015,26000,Diesel,Manual,First,22.54,1396,88.73,5.0,6.2,Hyundai,i20,South
2019,11571,Petrol,Manual,First,16.8,796,34.2,8.0,3.8,Maruti,Omni,South
2014,81000,Diesel,Manual,First,25.2,1248,74.0,5.0,6.1,Maruti,Swift,South
2019,23154,Diesel,Manual,First,23.0,1498,98.96,5.0,11.65,Ford,Ecosport,South
2014,26856,Petrol,Automatic,First,16.5,1198,86.8,5.0,4.15,Honda,Brio,West
2017,67489,Diesel,Manual,First,13.68,2393,147.8,7.0,16.5,Toyota,Innova,South
2008,176000,Diesel,Manual,Second,10.5,2179,120.0,8.0,4.3,Mahindra,Scorpio,South
2010,18000,Petrol,Manual,First,18.5,1197,80.0,5.0,2.25,Hyundai,i20,East
2014,63003,Diesel,Manual,First,22.32,1582,126.32,5.0,6.75,Hyundai,Verna,West
2014,80000,Diesel,Manual,First,15.1,2179,140.0,7.0,9.4,Mahindra,XUV500,South
2014,56658,Diesel,Manual,First,20.64,1498,108.5,5.0,5.39,Volkswagen,Vento,South
2019,18592,Diesel,Manual,First,26.59,1248,74.0,5.0,8.51,Maruti,Swift,South
2010,75695,Petrol,Manual,First,13.7,1368,88.8,5.0,1.85,Tata,Manza,West
2012,82000,Diesel,Manual,Second,22.9,1248,74.0,5.0,2.5,Maruti,Swift,East
2013,60000,Diesel,Manual,First,22.07,1199,73.9,5.0,4.75,Volkswagen,Polo,South
2009,138000,Petrol,Manual,Second,17.0,1497,118.0,5.0,3.5,Honda,City,West
2014,67000,Diesel,Manual,First,23.0,1396,90.0,5.0,5.5,Hyundai,i20,South
2012,42750,Petrol,Manual,First,17.0,1497,118.0,5.0,6.33,Honda,City,South
2014,52398,Diesel,Manual,First,25.44,936,57.6,5.0,2.47,Chevrolet,Beat,South
2014,36657,Petrol,Manual,First,16.2,995,62.1,5.0,3.3,Chevrolet,Spark,South
2011,77000,Diesel,Manual,Second,11.57,2179,138.1,7.0,3.5,Tata,New,North
2014,85000,Diesel,Automatic,First,11.3,2987,254.8,7.0,38.75,Mercedes-Benz,GL-Class,North
2008,112500,Diesel,Automatic,First,11.5,2993,235.0,5.0,7.99,BMW,5,West
2013,105072,Diesel,Manual,First,14.24,2755,174.5,7.0,13.28,Toyota,Fortuner,South
2012,80000,Petrol,Automatic,First,11.25,1995,150.0,5.0,9.5,BMW,X1,West
2019,3102,Diesel,Manual,First,20.37,1461,108.45,5.0,14.01,Renault,Captur,South
2016,14656,Diesel,Manual,First,24.4,1120,71.0,5.0,6.99,Hyundai,Xcent,South
2010,105000,Diesel,Automatic,Second,13.2,1995,170.0,5.0,11.0,BMW,3,South
2008,61000,Petrol,Automatic,Second,10.8,2497,215.0,5.0,11.0,BMW,5,South
2010,85046,Petrol,Manual,Second,18.06,1198,75.0,5.0,2.3,Nissan,Micra,West
